,STT,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Viện Quản lý,Học phần điều kiện,Tên tiếng anh,Trọng số,Mục tiêu,Nội dung
7202,7202,TEX5094,Định mức & tổ chức lao động khoa học trong sản xuất giầy & sản phẩm da,2(2-0-0-4),2,2,KCNDMVTT, ,Organization and Labour Norm in Footwear and Leather Goods Industry,0.6,"Sinh viên nắm được kiến thức về tổ chức lao động khoa học và phương pháp xây
dựng định mức lao động trong sản xuất giầy và sản phẩm da, có khả năng vận
dụng kiến thức vào thực tiễn sản xuất.","* Các khái niệm cơ bản về tổ chức lao động: Lao động và kết quả lao động, đánh giá kết quả lao động, nguyên lý tổ chức lao động;
  * Nội dung cơ bản của tổ chức lao động khoa học: phân công và hiệp tác lao động, tổ chức và phục vụ nơi làm việc, hợp lý hoá phương pháp và quy trình thao tác, tổ chức chế độ lao động hợp lý, cải thiện môi trường lao động, kích thích vật chất và tinh thần cho người lao động, đào tạo và phát triển nguồn nhân lực trong doanh nghiệp, kỷ luật và thi đua trong lao động, tổ chức lao động quản lý;

  * Khái quát về mức lao động, định mức lao động, phân tích quá trình sản xuất giầy về mặt lao động, nghiên cứu tiêu hao thời gian lao động, phương pháp định mức lao động và nghiên cứu tổn thất thời gian trong sản xuất giầy và sản phẩm da."
7203,7203,TEX5095,Phong cách thời trang,2(1-2-0-4),2,3,KCNDMVTT,TEX4445,Fashion Styling,0.6,,
7204,7204,TEX5096,Phân tích kinh doanh dệt may,2(2-0-0-4),2,2,KCNDMVTT, ,Business Performance Analysisin textile,0.7,,
7205,7205,TEX5101,Công nghệ sản xuất chỉ may,2(2-0-0-4),2,2,KCNDMVTT, ,Sewing Thread Manufacturing Technology,0.7,,
7206,7206,TEX5102,Thiết kế phát triển sản phẩm may,2(2-1-0-4),2,3,KCNDMVTT,TEX3102,Fashion Product Design and Development,0.7,"Sinh viên nắm được một cách hệ thống kiến thức về thiết kế phát triển sản phẩm
may trong sản xuất công nghiệp, có khả năng xác định
yêu cầu và đặc điểm kỹ thuật của sản phẩm, đề xuất giải pháp mỹ thuật và kỹ
thuật để phát triển mẫu phác thảo sản phẩm, tiến hành thiết kế mẫu và xây dựng
tài liệu thiết kế cho sản xuất.","* Khái quát chung về quá trình phát triển sản phẩm may;
  * Nội dung và yêu cầu đối với quá trình thiết kế phát triển sản phẩm may;

  * Lập kế hoạch phát triển sản phẩm; Xác định nhu cầu khách hàng; Đặc điểm kỹ thuật của sản phẩm; Thiết kế mẫu phác thảo của sản phẩm; Lựa chọn mẫu phác thảo; Thử nghiệm mẫu phác thảo; Thiết kế cấu trúc sản phẩm; Thiết kế cho sản xuất công nghiệp."
7207,7207,TEX5103,Vệ sinh trang phục,2(2-0-0-4),2,2,KCNDMVTT, ,Clothing Hygiene,0.6,"Sinh viên nắm được kiến thức về mối liên hệ giữa cơ thể, quần áo và môi trường
xung quanh, các yêu cầu vệ sinh, sinh thái đối với quần áo có các tính năng sử
dụng khác nhau, phương pháp đánh giá chỉ tiêu vệ sinh của quần áo, từ đó có
thể sử dụng vật liệu và thiết kế hợp lý các loại quần áo phù hợp với các điều
kiện sống và lao động khác nhau.","* Quan hệ giữa cơ thể - quần áo và môi trường;
  * Các yêu cầu vệ sinh, sinh thái đối với quần áo, phương pháp đánh giá;

  * Cơ sở thiết kế một số loại trang phục đảm bảo yêu cầu vệ sinh."
7208,7208,TEX5104,Kiểm tra chất lượng sản phẩm da giầy,2(2-1-0-4),2,3,KCNDMVTT, ,Quality inspection of footwear and leather goods,0.6,"Sinh viên nắm được các đặc trưng cấu thành chất lượng, phương pháp kiểm soát
và kiểm tra chất lượng sản phẩm từ nguyên liệu đầu vào, bán thành phẩm đến
thành phẩm. Sinh viên có khả năng áp dụng kiến thức đã học vào thực tế sản
xuất.","* Các đặc trưng cấu thành chất lượng sản phẩm;
  * Các chỉ tiêu và phương pháp kiểm tra chất lượng nguyên liệu đầu vào, bán thành phẩm và thành phẩm của các công đoạn pha cắt vật liệu, may mũ giầy và sản phẩm da, gò ráp đế giầy và hoàn tất giầy;

  * Ảnh hưởng của các đặc trưng chất lượng bán thành phẩm đến chất lượng sản phẩm của khâu gia công tiếp theo."
7209,7209,TEX5105,Hành vi khách hàng thời trang,2(2-1-0-4),2,3,KCNDMVTT, ,Fashion customer behavior,0.6,,
7210,7210,TEX5106,Đồ án thiết kế sản phẩm dệt may,3(0-0-6-6),3,6,KCNDMVTT,TEX4026,Project of product textile design,0.5,,
7211,7211,TEX5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,KCNDMVTT, ,Graduation Project,0.5,,
7212,7212,TEX5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,KCNDMVTT, ,Graduation Project,0.5,,
7213,7213,TEX5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,KCNDMVTT,TEX5013=,Graduation Project,0.5,,
7214,7214,TEX5114,Công nghệ hóa học trong sản xuất sản phẩm da giầy,2(2-0-0-4),2,2,KCNDMVTT, ,Chemical Technology for Footwear and Leather Goods Manufacture,0.7,"Sinh viên nắm được kiến thức về cơ sở ứng dụng công nghệ hoá học trong sản
xuất giầy và sản phẩm da, các công đoạn ứng dụng, phương pháp, nội dung tính
chất của chúng để có thể lựa chọn và ứng dụng công nghệ hoá học phù hợp trong
sản xuất giầy và sản phẩm da.","* Các phương pháp công nghệ hoá học sản xuất giầy và sản phẩm da. Phương pháp dán keo: Bản chất dán keo trong sản xuất giầy và sản phẩm da, Các đặc điểm công nghệ của các loại keo dán được sử dụng, Công nghệ dán trong sản xuất giầy;
  * Các phương pháp ép và ép phun trong sản xuất giầy;

  * Các phương pháp hàn trong sản xuất giầy và sản phẩm da; Các phương pháp hoàn tất hóa học giầy và sản phẩm da."
7215,7215,TEX5116,Thiết kế sợi phức hợp,2(1-2-0-4),2,3,KCNDMVTT, ,Complex yarn design,0.5,,
7216,7216,TEX5121,Máy dệt chuyên dùng,2(2-0-0-4),2,2,KCNDMVTT, ,Special textile machine,0.7,,
7217,7217,TEX5122,Tâm lý và hành vi khách hàng thời trang,2(1-2-0-4),2,3,KCNDMVTT, ,The Psychology and Behavior of Fashion Customers,0.7,,
7218,7218,TEX5123,Phân tích hóa học sản phẩm dệt may,2(2-0-1-4),2,3.5,KCNDMVTT,TEX3050,Chemical Testing of Garment Products,0.7,"Sinh viên nắm được các kiến thức cơ bản về quy trình công nghệ và thiết bị sản
xuất, cấu trúc và tính chất đặc trưng của các loại xơ sợi nhân tạo được dùng
phổ biến trong lĩnh vực dệt may. Từ đó, sinh viên có khả năng áp dụng kiến
thức trong thực tế sản xuất.","* Giới thiệu về công nghệ sản xuất sợi nhân tạo: lịch sử phát triển, các phương pháp hình thành sợi, các thông số chung của sợi nhân tạo (độ mảnh, độ bền, độ giãn, thành phần dầu, độ co qua nước sôi, độ bóng, độ dính nhiệt NIP, tiết diện ngang);
  * Công nghệ sản xuất các loại xơ sợi nhân tạo (xenlulô tái sinh; xenlulô biến tính; polyeste; polyamit; polyacrylonitryl; polyvinyl; polyurêtan): chuẩn bị nguyên liệu, công nghệ và thiết bị định hình sợi, công nghệ và thiết bị hoàn thiện sợi (kéo giãn, textua, xe), cấu trúc và tính chất đặc trưng sợi nhân tạo."
7219,7219,TEX5124,Thiết kế nhà máy giầy,2(2-0-0-4),2,2,KCNDMVTT, ,Design of shoe factory,0.6,"Sinh viên nắm được kiến thức về cơ sở thiết kế nhà máy sản xuất giầy, có kỹ
năng thiết kế kỹ thuật các xưởng sản xuất chính và các khu phục vụ sản xuất
của nhà máy.","Tổng quan về xí nghiệp sản xuất giầy; Lập luận kinh tế – kỹ thuật của doanh
nghiệp; Các nguyên tắc cơ bản thiết kế GenPlan; Các phần chính của nhà xưởng
và giải pháp kết cấu; Các biện pháp xây dựng khi nâng cấp sản xuất hiện có;
Vật liệu xây dựng; Thiết kế các hệ thống phục vụ sinh hoạt."
7220,7220,TEX5126,Thiết kế vải dệt thoi phức tạp,2(1-2-0-4),2,3,KCNDMVTT,TEX4026,Complex woven fabric Design,0.6,,
7221,7221,TEX5131,Cắt may sản phẩm dệt kim,2(2-0-0-4),2,2,KCNDMVTT, ,Knitted garment technology,0.7,,
7222,7222,TEX5132,Công nghệ SP may từ vật liệu đặc biệt,2(2-0-0-4),2,2,KCNDMVTT,TEX4342,Technology of garment made from special materials,0.7,,
7223,7223,TEX5133,Xử lý hoàn tất sản phẩm may,2(2-0-0-4),2,2,KCNDMVTT, ,Textile Product Finishing,0.7,"Sinh viên nắm được những kiến thức cơ bản về đặc điểm của các loại vải được
dùng để thiết kế sản phẩm may: bản chất hóa học, đặc tính của từng loại vải và
các khâu xử lý hoàn tất sau may. Từ đó sinh viên có khả năng áp dụng các kiến
thức vào việc lựa chọn vải cho việc thiết kế và sản xuất sản phẩm may đạt hiệu
quả cao nhất về kỹ thuật, kinh tế và sinh thái cho người tiêu dùng.","* Giới thiệu về các loại nguyên vật liệu may: đặc điểm về cấu tạo và các tính chất hóa học, phương pháp nhận biết và phạm vi sử dụng;
  * Bản chất các quá trình xử lý tạo nên sản phẩm vải trắng - vải màu - vải hoa: sự thay đổi tính chất dưới các tác động hóa chất và thuốc nhuộm, phương pháp đánh giá chất lượng màu sắc và các yếu tố ảnh hưởng;

  * Các phương pháp xử lý hoàn tất sản phẩm dệt-may: công nghệ và các hiệu quả hoàn tất đạt được, các phương pháp xử lý sản phẩm sau may và các yêu cầu cụ thể."
7224,7224,TEX5134,Tin học ứng dụng trong thiết kế giầy,3(0-0-6-6),3,9,KCNDMVTT, ,Applied Informatics in Footwear Design,0.7,,
7225,7225,TEX5136,Thiết kế sản phẩm dệt kim định hình,2(1-2-0-4),2,3,KCNDMVTT, ,Fashion knitwear design,0.6,,
7226,7226,TEX5141,Đo lường dệt,2(2-1-0-4),2,3,KCNDMVTT, ,Textile metrology,0.7,"Sinh viên nắm được kiến thức cơ bản về các nguyên lý cũng như thiết bị đo
lường trong công nghiệp dệt, thông qua đo lường dệt để xử lý dữ liệu và đưa ra
các giải pháp nâng cao và làm chủ chất lượng sản phẩm sợi dệt.","* Nguyên lý và các phương pháp đo lường hiện đại ứng dụng trong ngành dệt;
  * Đo lường các thông số chất lượng của xơ và sản phẩm sợi dệt;

  * Đánh giá chất lượng sản phẩm;

  * Xác định nguyên nhân gây lỗi;

  * Dự báo và quản lý chất lượng sản phẩm"
7227,7227,TEX5142,Đồ án phát triển sản phẩm may,3(0-0-6-6),3,6,KCNDMVTT,TEX5102,Sub-Project of Fashion Product Design and Development,0.5,"Sinh viên có khả năng độc lập nghiên cứu, đề xuất phương án thiết kế phác thảo
và thiết kế kỹ thuật sản phẩm.","* Nghiên cứu xây dựng nhiệm vụ kỹ thuật của đề án;
  * Đề xuất giải pháp phác thảo mẫu và hiệu chỉnh ma-ket;

  * Thiết kế kỹ thuật và xây dựng tài liệu kỹ thật thiết kế."
7228,7228,TEX5143,Đại cương xử lý hóa học sản phẩm dệt,3(3-0-0-6),3,3,KCNDMVTT, ,Basis of Chemical Treatment for Textile Materials,0.7,"Sinh viên nắm được kiến thức cơ bản về về các quá trình xử lý hoá học: tẩy,
nhuộm, in hoa sản phẩm dệt và các công nghệ xử lý hoàn tất sản phẩm dệt; sinh
viên có khả năng phân tích bản chất của những tác động hoá học lên các loại
nguyên phụ liệu dệt may, ứng dụng kiến thức vào thực tế xử lý hóa học sản phẩm
dệt.","Công nghệ tiền xử lý sản phẩm dệt (từ xơ bông, từ xơ có nguồn gốc prôtêin, xơ
hoá học); Công nghệ nhuộm; Công nghệ in hoa; Công nghệ hoàn tất (xử lý nâng
cao chất lượng sản phẩm dệt bằng cơ học, hoá học)."
7229,7229,TEX5144,Đồ án phát triển sản phẩm da giầy,3(0-0-6-6),3,6,KCNDMVTT, ,Project of Designing and Developing Footwear and Leather Goods,0.5,,
7230,7230,TEX5146,Thực hành phân tích và thiết kế vải 2,2(0-0-4-4),2,4,KCNDMVTT,TEX4026,Practice fabric analysis and design 2,0.5,,
7231,7231,TEX5151,Công nghệ sản xuất sợi hóa học,2(2-0-0-4),2,2,KCNDMVTT, ,Technology of chemical fiber production,0.7,,
7232,7232,TEX5152,Thiết kế trang phục đặc biệt,2(2-1-0-4),2,3,KCNDMVTT, ,Apparel design for specific purpose,0.6,,
7233,7233,TEX5153,Quá trình và thiết bị công nghệ hóa dệt,2(2-1-0-4),2,3,KCNDMVTT, ,Transport Phenomena in Textile Chemical Processing,0.6,,
7234,7234,TEX5154,Tạo mẫu sản phẩm da giầy,2(1-2-0-4),2,3,KCNDMVTT, ,Fashion Design of Footwear and Leather Goods,0.7,,
7235,7235,TEX5155,Tin học ứng dụng trong thiết kế kỹ thuật trang phục,2(1-2-0-4),2,3,KCNDMVTT,"TEX4462,TEX4125",Applied informatics in pattern design,0.6,,
7236,7236,TEX5156,Thiết kế hoàn tất sản phẩm dệt may,2(2-0-0-4),2,2,KCNDMVTT, ,Textile finishing design,0.7,,
7237,7237,TEX5161,Đo lường dệt,2(2-0-1-4),2,3.5,KCNDMVTT, ,Textile Measurements,0.7,,
7238,7238,TEX5162,Thiết kế mỹ thuật sản phẩm may,3(2-2-0-6),3,5,KCNDMVTT, ,Art Design of Garment product,0.7,,
7239,7239,TEX5163,Quá trình sản xuất xơ sợi nhân tạo,2(2-0-1-4),2,3.5,KCNDMVTT, ,Manufacturing process of man-made fibers,0.7,,
7240,7240,TEX5164,Công nghệ thuộc và hoàn tất da,2(2-0-0-4),2,2,KCNDMVTT, ,Leather tanning and finishing,0.7,,
7241,7241,TEX5165,Thiết kế bộ sưu tập thời trang công nghiệp,3(2-2-0-6),3,4,KCNDMVTT,"TEX5155,TEX5005=",Ready-to-wear collection design,0.6,,
7242,7242,TEX5166,Thiết kế mỹ thuật hoa văn,2(1-2-0-4),2,3,KCNDMVTT,TEX5176,Aesthetic design for fabric pattern,0.6,,
7243,7243,TEX5171,Sợi kiểu và ứng dụng,2(2-0-0-4),2,2,KCNDMVTT, ,Fancy yarns and applications,0.7,,
7244,7244,TEX5172,Merchandise trong sản xuất công nghiệp may,2(2-1-0-4),2,3,KCNDMVTT, ,Merchandising in apparel industry,0.6,,
7245,7245,TEX5173,Thiết kế nhà máy nhuộm – In hoa – Hoàn tất sản phẩm dệt,3(3-1-0-6),3,4.5,KCNDMVTT, ,Design of Textile Dyeing-Printing-Finishing Factory,0.7,,
7246,7246,TEX5175,Thiết kế sản phẩm da giầy nâng cao,2(1-2-0-4),2,3,KCNDMVTT,TEX4495,Advanced Footwear Design,0.6,,
7247,7247,TEX5176,Tin học ứng dụng trong thiết kế mỹ thuật hoa văn,2(1-2-0-4),2,3,KCNDMVTT,TEX5166=,Applied informatics in pattern sketching,0.6,,
7248,7248,TEX5181,Kỹ thuật kéo sợi xơ dài,3(3-1-0-4),3,4,KCNDMVTT, ,Long staple spinning,0.7,,
7249,7249,TEX5182,Tổ chức lao động khoa học trong công nghiệp may,2(2-1-0-4),2,3,KCNDMVTT, ,Scientific organization of labor in garment industry,0.7,,
7250,7250,TEX5183,Đồ án Vật liệu và công nghệ Hóa dệt,3(0-0-6-6),3,6,KCNDMVTT, ,Textile Material and Chemical Technology Project,0.5,,
7251,7251,TEX5184,Đồ án tạo mẫu sản phẩm da giầy,2(0-0-4-4),2,4,KCNDMVTT, ,Project of Fashion design of shoe and leather goods,0.5,,
7252,7252,TEX5185,Thương hiệu thời trang,2(1-2-0-4),2,3,KCNDMVTT, ,Fashion brand,0.7,,
7253,7253,TEX5186,Đồ án thiết kế sản phẩm sợi vải,3(0-0-6-6),3,6,KCNDMVTT,TEX3101,Project of yarn/ fabric product design,0.5,,
7254,7254,TEX5191,Kiểm soát chất lượng trong nhà máy sợi,2(2-1-0-4),2,3,KCNDMVTT, ,Quality control in the spinning mills,0.7,,
7255,7255,TEX5192,Tạo mẫu thời trang 3D,3(0-0-6-6),3,9,KCNDMVTT, ,3D modelling,0.5,,
7256,7256,TEX5193,Phân tích thành phần hoá học vật liệu dệt may,3(2-0-2-6),3,5,KCNDMVTT, ,Chemical Testing of Textile,0.6,,
